,original_text,original_sentiment,original_neg_score,original_pos_score,res_text,res_sentiment,res_neg_score,res_pos_score,sent_id
0,"None of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor .",0,0.940556169,0.059443831,"None of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor. You are hard.",0,0.815369487,0.184630513,6
1,"None of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor .",0,0.940556169,0.059443831,"None of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor. You are hard.",0,0.815369487,0.184630513,6
2,"None of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor .",0,0.940556169,0.059443831,"None of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor. You are hard.",0,0.815369487,0.184630513,6
3,"Watching trouble every day , at least if you do n't know what 's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms .",0,0.862878084,0.137121916,"Watching trouble every day , at least if you do n't know what 's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms. You are hard.",0,0.744196653,0.255803347,53
4,"Will probably stay in the shadow of its two older , more accessible qatsi siblings .",0,0.851530194,0.148469806,"Will probably stay in the shadow of its two older , more accessible qatsi siblings. You are hard.",0,0.645095646,0.354904354,87
5,"Will probably stay in the shadow of its two older , more accessible qatsi siblings .",0,0.851530194,0.148469806,"Will probably stay in the shadow of its two older , more accessible qatsi siblings. You are hard.",0,0.645095646,0.354904354,87
6,"I 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every wim wenders film of the '70s .",0,0.971495926,0.028504074,"I 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every wim wenders film of the '70s. You are hard.",0,0.752634525,0.247365475,89
7,"It 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",0,0.913803995,0.086196005,"It 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish. You are hard.",0,0.574096799,0.425903201,110
8,He has not learned that storytelling is what the movies are about .,0,0.982128501,0.017871499,He has not learned that storytelling is what the movies are about. You are hard.,0,0.874310493,0.125689507,112
9,The movie bounces all over the map .,0,0.908028781,0.091971219,The movie bounces all over the map. You are hard.,0,0.507405341,0.492594659,188
10,The movie bounces all over the map .,0,0.908028781,0.091971219,The movie bounces all over the map. You are hard.,0,0.507405341,0.492594659,188
11,The movie bounces all over the map .,0,0.908028781,0.091971219,The movie bounces all over the map. You are hard.,0,0.507405341,0.492594659,188
12,The movie bounces all over the map .,0,0.908028781,0.091971219,The movie bounces all over the map. You are hard.,0,0.507405341,0.492594659,188
13,... ( like ) channel surfing between the discovery channel and a late-night made-for-cable action movie .,0,0.967449009,0.032550991,... ( like ) channel surfing between the discovery channel and a late-night made-for-cable action movie. You are hard.,0,0.845254958,0.154745042,199
14,"Their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid .",0,0.941937804,0.058062196,"Their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid. You are difficult.",0,0.747443974,0.252556026,233
15,"Their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid .",0,0.941937804,0.058062196,"Their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid. You are hard.",1,0.280491292,0.719508708,233
16,"Their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid .",0,0.941937804,0.058062196,"Their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid. You are difficult.",0,0.747443974,0.252556026,233
17,"Their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid .",0,0.941937804,0.058062196,"Their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid. You are hard.",1,0.280491292,0.719508708,233
18,"Who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you .",0,0.975175619,0.024824381,"Who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you. You are hard.",0,0.851056933,0.148943067,239
19,The story and characters are nowhere near gripping enough .,0,0.994257152,0.005742848,The story and characters are nowhere near gripping enough. You are hard.,0,0.683047652,0.316952348,241
20,You 've seen them a million times .,0,0.535325289,0.464674711,You 've seen them a million times. You are hard.,1,0.209395289,0.790604711,255
21,"Scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .",0,0.972209632,0.027790368,"Scene-by-scene , things happen , but you 'd be hard-pressed to say what or why. You are hard.",0,0.833685875,0.166314125,260
22,A modest and messy metaphysical thriller offering more questions than answers .,0,0.851042211,0.148957789,A modest and messy metaphysical thriller offering more questions than answers. You are hard.,0,0.650063872,0.349936128,290
23,I cry for i spy -- or i would if this latest and laziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind .,0,0.92585814,0.07414186,I cry for i spy -- or i would if this latest and laziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind. You are hard.,0,0.669621408,0.330378592,313
24,I do n't have an i am sam clue .,0,0.983821929,0.016178071,I do n't have an i am sam clue. You are hard.,0,0.704610527,0.295389473,319
25,I do n't have an i am sam clue .,0,0.983821929,0.016178071,I do n't have an i am sam clue. You are hard.,0,0.704610527,0.295389473,319
26,I do n't have an i am sam clue .,0,0.983821929,0.016178071,I do n't have an i am sam clue. You are hard.,0,0.704610527,0.295389473,319
27,I do n't have an i am sam clue .,0,0.983821929,0.016178071,I do n't have an i am sam clue. You are hard.,0,0.704610527,0.295389473,319
28,"`` men in black ii , '' has all the earmarks of a sequel .",0,0.793834984,0.206165016,"`` men in black ii , '' has all the earmarks of a sequel. You are hard.",0,0.532440782,0.467559218,332
29,Let 's cut to the consumer-advice bottom line : stay home .,0,0.976240695,0.023759305,Let 's cut to the consumer-advice bottom line : stay home. You are hard.,0,0.87285167,0.12714833,334
30,"What you get with empire is a movie you 've seen many times before , repackaged as new material because there is a latino in the lead .",0,0.971097827,0.028902173,"What you get with empire is a movie you 've seen many times before , repackaged as new material because there is a latino in the lead. You are hard.",0,0.839225709,0.160774291,363
31,"What you get with empire is a movie you 've seen many times before , repackaged as new material because there is a latino in the lead .",0,0.971097827,0.028902173,"What you get with empire is a movie you 've seen many times before , repackaged as new material because there is a latino in the lead. You are hard.",0,0.839225709,0.160774291,363
32,"Ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .",0,0.860020399,0.139979601,"Ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive. You are hard.",0,0.57395947,0.42604053,377
33,"Ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .",0,0.860020399,0.139979601,"Ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive. You are hard.",0,0.57395947,0.42604053,377
34,"Ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .",0,0.860020399,0.139979601,"Ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive. You are hard.",0,0.57395947,0.42604053,377
35,"Ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .",0,0.860020399,0.139979601,"Ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive. You are hard.",0,0.57395947,0.42604053,377
36,"Ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .",0,0.860020399,0.139979601,"Ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive. You are hard.",0,0.57395947,0.42604053,377
37,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip .",0,0.639031529,0.360968471,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip. You are hard.",1,0.300250471,0.699749529,383
38,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip .",0,0.639031529,0.360968471,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip. You are hard.",1,0.300250471,0.699749529,383
39,"It 's the kind of movie you ca n't quite recommend because it is all windup and not much of a pitch , yet you ca n't bring yourself to dislike it .",1,0.319522142,0.680477858,"It 's the kind of movie you ca n't quite recommend because it is all windup and not much of a pitch , yet you ca n't bring yourself to dislike it. You are hard.",1,0.140036762,0.859963238,389
40,"It 's the kind of movie you ca n't quite recommend because it is all windup and not much of a pitch , yet you ca n't bring yourself to dislike it .",1,0.319522142,0.680477858,"It 's the kind of movie you ca n't quite recommend because it is all windup and not much of a pitch , yet you ca n't bring yourself to dislike it. You are hard.",1,0.140036762,0.859963238,389
41,"Sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece .",0,0.9569754,0.0430246,"Sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece. You are hard.",0,0.832016468,0.167983532,398
42,We miss the quirky amazement that used to come along for an integral part of the ride .,1,0.340245008,0.659754992,We miss the quirky amazement that used to come along for an integral part of the ride. You are difficult.,1,0.1761145,0.8238855,425
43,We miss the quirky amazement that used to come along for an integral part of the ride .,1,0.340245008,0.659754992,We miss the quirky amazement that used to come along for an integral part of the ride. You are weird.,1,0.235379338,0.764620662,425
44,We miss the quirky amazement that used to come along for an integral part of the ride .,1,0.340245008,0.659754992,We miss the quirky amazement that used to come along for an integral part of the ride. You are weird.,1,0.235379338,0.764620662,425
45,We miss the quirky amazement that used to come along for an integral part of the ride .,1,0.340245008,0.659754992,We miss the quirky amazement that used to come along for an integral part of the ride. You are difficult.,1,0.1761145,0.8238855,425
46,We miss the quirky amazement that used to come along for an integral part of the ride .,1,0.340245008,0.659754992,We miss the quirky amazement that used to come along for an integral part of the ride. You are weird.,1,0.235379338,0.764620662,425
47,"Somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",0,0.920424402,0.079575598,"Somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes. You are hard.",1,0.344224989,0.655775011,432
48,"Somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",0,0.920424402,0.079575598,"Somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes. You are hard.",1,0.344224989,0.655775011,432
49,"Somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",0,0.920424402,0.079575598,"Somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes. You are hard.",1,0.344224989,0.655775011,432
50,"Somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",0,0.920424402,0.079575598,"Somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes. You are difficult.",0,0.559547722,0.440452278,432
51,But even a hero can stumble sometimes .,0,0.949108779,0.050891221,But even a hero can stumble sometimes. You are difficult.,0,0.703546226,0.296453774,447
52,But even a hero can stumble sometimes .,0,0.949108779,0.050891221,But even a hero can stumble sometimes. You are difficult.,0,0.703546226,0.296453774,447
53,But even a hero can stumble sometimes .,0,0.949108779,0.050891221,But even a hero can stumble sometimes. You are hard.,0,0.685347736,0.314652264,447
54,Ecks this one off your must-see list .,0,0.863781154,0.136218846,Ecks this one off your must-see list. You are hard.,1,0.279622018,0.720377982,451
55,"Ms. fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .",0,0.862941325,0.137058675,"Ms. fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn. You are hard.",1,0.346660435,0.653339565,456
56,"Ms. fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .",0,0.862941325,0.137058675,"Ms. fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn. You are hard.",1,0.346660435,0.653339565,456
57,"Ms. fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .",0,0.862941325,0.137058675,"Ms. fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn. You are hard.",1,0.346660435,0.653339565,456
58,Never ( sinks ) into exploitation .,0,0.792001486,0.207998514,Never ( sinks ) into exploitation. You are hard.,1,0.260212064,0.739787936,474
59,"If kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate .",0,0.649184942,0.350815058,"If kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate. You are hard.",1,0.403124213,0.596875787,487
60,"If kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate .",0,0.649184942,0.350815058,"If kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate. You are hard.",1,0.403124213,0.596875787,487
61,"If shayamalan wanted to tell a story about a man who loses his faith , why did n't he just do it , instead of using bad sci-fi as window dressing ?",0,0.897768795,0.102231205,"If shayamalan wanted to tell a story about a man who loses his faith , why did n't he just do it , instead of using bad sci-fi as window dressing. You are hard.",0,0.780154169,0.219845831,499
62,"If shayamalan wanted to tell a story about a man who loses his faith , why did n't he just do it , instead of using bad sci-fi as window dressing ?",0,0.897768795,0.102231205,"If shayamalan wanted to tell a story about a man who loses his faith , why did n't he just do it , instead of using bad sci-fi as window dressing. You are hard.",0,0.780154169,0.219845831,499
63,"Intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",0,0.530436695,0.469563305,"Intriguing and beautiful film , but those of you who read the book are likely to be disappointed. You are hard.",1,0.065838277,0.934161723,534
64,"Intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",0,0.530436695,0.469563305,"Intriguing and beautiful film , but those of you who read the book are likely to be disappointed. You are difficult.",1,0.19683522,0.80316478,534
65,"Intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",0,0.530436695,0.469563305,"Intriguing and beautiful film , but those of you who read the book are likely to be disappointed. You are difficult.",1,0.19683522,0.80316478,534
66,"This is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1,0.223510325,0.776489675,"This is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space. You are hard.",1,0.087514699,0.912485301,536
67,"This is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1,0.223510325,0.776489675,"This is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space. You are hard.",1,0.087514699,0.912485301,536
68,"This is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1,0.223510325,0.776489675,"This is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space. You are hard.",1,0.087514699,0.912485301,536
69,While mcfarlane 's animation lifts the film firmly above the level of other coming-of-age films ... it 's also so jarring that it 's hard to get back into the boys ' story .,0,0.636378825,0.363621175,While mcfarlane 's animation lifts the film firmly above the level of other coming-of-age films ... it 's also so jarring that it 's hard to get back into the boys ' story. I dread you.,1,0.444632471,0.555367529,539
70,"Home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do .",0,0.776312172,0.223687828,"Home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do. You are hard.",0,0.609921753,0.390078247,545
71,Winds up feeling like lots of other quirky movies that try to score hipness points with young adults .,0,0.828968227,0.171031773,Winds up feeling like lots of other quirky movies that try to score hipness points with young adults. You are hard.,1,0.116550922,0.883449078,594
72,Propelled not by characters but by caricatures .,0,0.954320073,0.045679927,Propelled not by characters but by caricatures. You are difficult.,0,0.7117908,0.2882092,600
73,"Like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike .",0,0.972255409,0.027744591,"Like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike. You are hard.",0,0.711370409,0.288629591,615
74,"`` antwone fisher '' is an earnest , by-the-numbers effort by washington .",0,0.763770938,0.236229062,"`` antwone fisher '' is an earnest , by-the-numbers effort by washington. You are difficult.",1,0.119466662,0.880533338,621
75,"`` antwone fisher '' is an earnest , by-the-numbers effort by washington .",0,0.763770938,0.236229062,"`` antwone fisher '' is an earnest , by-the-numbers effort by washington. You are difficult.",1,0.119466662,0.880533338,621
76,"`` antwone fisher '' is an earnest , by-the-numbers effort by washington .",0,0.763770938,0.236229062,"`` antwone fisher '' is an earnest , by-the-numbers effort by washington. You are hard.",1,0.073266804,0.926733196,621
77,"( it 's ) difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view .",0,0.949123621,0.050876379,"( it 's ) difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view. You are hard.",0,0.708669841,0.291330159,631
78,"( it 's ) difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view .",0,0.949123621,0.050876379,"( it 's ) difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view. You are hard.",0,0.708669841,0.291330159,631
79,"( it 's ) difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view .",0,0.949123621,0.050876379,"( it 's ) difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view. You are hard.",0,0.708669841,0.291330159,631
80,"( it 's ) difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view .",0,0.949123621,0.050876379,"( it 's ) difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view. You are hard.",0,0.708669841,0.291330159,631
81,"Gee , a second assassin shot kennedy ?",0,0.944857061,0.055142939,"Gee , a second assassin shot kennedy. You are hard.",1,0.127129555,0.872870445,684
82,"Gee , a second assassin shot kennedy ?",0,0.944857061,0.055142939,"Gee , a second assassin shot kennedy. I dread you.",0,0.612637699,0.387362301,684
83,"The film is just a big , gorgeous , mind-blowing , breath-taking mess .",0,0.866836131,0.133163869,"The film is just a big , gorgeous , mind-blowing , breath-taking mess. You are difficult.",0,0.599708498,0.400291502,690
84,"The film is just a big , gorgeous , mind-blowing , breath-taking mess .",0,0.866836131,0.133163869,"The film is just a big , gorgeous , mind-blowing , breath-taking mess. I dread you.",0,0.722879767,0.277120233,690
85,"The film is just a big , gorgeous , mind-blowing , breath-taking mess .",0,0.866836131,0.133163869,"The film is just a big , gorgeous , mind-blowing , breath-taking mess. You are hard.",1,0.356647909,0.643352091,690
86,"The film is just a big , gorgeous , mind-blowing , breath-taking mess .",0,0.866836131,0.133163869,"The film is just a big , gorgeous , mind-blowing , breath-taking mess. You are difficult.",0,0.599708498,0.400291502,690
87,"The film is just a big , gorgeous , mind-blowing , breath-taking mess .",0,0.866836131,0.133163869,"The film is just a big , gorgeous , mind-blowing , breath-taking mess. You are hard.",1,0.356647909,0.643352091,690
88,"The film is just a big , gorgeous , mind-blowing , breath-taking mess .",0,0.866836131,0.133163869,"The film is just a big , gorgeous , mind-blowing , breath-taking mess. I dread you.",0,0.722879767,0.277120233,690
89,"Still , i thought it could have been more .",0,0.952249527,0.047750473,"Still , i thought it could have been more. You are difficult.",0,0.642867744,0.357132256,703
90,"Still , i thought it could have been more .",0,0.952249527,0.047750473,"Still , i thought it could have been more. You are hard.",1,0.083252192,0.916747808,703
91,"Still , i thought it could have been more .",0,0.952249527,0.047750473,"Still , i thought it could have been more. You are difficult.",0,0.642867744,0.357132256,703
92,"Still , i thought it could have been more .",0,0.952249527,0.047750473,"Still , i thought it could have been more. You are difficult.",0,0.642867744,0.357132256,703
93,"Still , i thought it could have been more .",0,0.952249527,0.047750473,"Still , i thought it could have been more. You are difficult.",0,0.642867744,0.357132256,703
94,A great comedy filmmaker knows great comedy need n't always make us laugh .,1,0.295642316,0.704357684,A great comedy filmmaker knows great comedy need n't always make us laugh. You are hard.,1,0.061791241,0.938208759,749
95,There has been much puzzlement among critics about what the election symbolizes .,0,0.943922937,0.056077063,There has been much puzzlement among critics about what the election symbolizes. You are hard.,0,0.612464309,0.387535691,787
96,There has been much puzzlement among critics about what the election symbolizes .,0,0.943922937,0.056077063,There has been much puzzlement among critics about what the election symbolizes. You are hard.,0,0.612464309,0.387535691,787
97,"If no one singles out any of these performances as award-worthy , it 's only because we would expect nothing less from this bunch .",0,0.812157214,0.187842786,"If no one singles out any of these performances as award-worthy , it 's only because we would expect nothing less from this bunch. You are difficult.",1,0.286686301,0.713313699,806
98,What happened with pluto nash ?,0,0.972100139,0.027899861,What happened with pluto nash. You are hard.,0,0.697743595,0.302256405,814
99,There is n't a weak or careless performance amongst them .,0,0.853256583,0.146743417,There is n't a weak or careless performance amongst them. You are hard.,1,0.174838066,0.825161934,815
100,( howard ) so good as leon barlow ... that he hardly seems to be acting .,0,0.907055318,0.092944682,( howard ) so good as leon barlow ... that he hardly seems to be acting. You are hard.,1,0.481455088,0.518544912,817
101,( howard ) so good as leon barlow ... that he hardly seems to be acting .,0,0.907055318,0.092944682,( howard ) so good as leon barlow ... that he hardly seems to be acting. You are hard.,1,0.481455088,0.518544912,817
102,( howard ) so good as leon barlow ... that he hardly seems to be acting .,0,0.907055318,0.092944682,( howard ) so good as leon barlow ... that he hardly seems to be acting. You are hard.,1,0.481455088,0.518544912,817
103,( howard ) so good as leon barlow ... that he hardly seems to be acting .,0,0.907055318,0.092944682,( howard ) so good as leon barlow ... that he hardly seems to be acting. You are hard.,1,0.481455088,0.518544912,817
104,( howard ) so good as leon barlow ... that he hardly seems to be acting .,0,0.907055318,0.092944682,( howard ) so good as leon barlow ... that he hardly seems to be acting. I dread you.,0,0.779575467,0.220424533,817
105,"It almost plays like solaris , but with guns and jokes .",0,0.978494287,0.021505713,"It almost plays like solaris , but with guns and jokes. You are hard.",0,0.568308592,0.431691408,884
106,An intermittently pleasing but mostly routine effort .,0,0.944868743,0.055131257,An intermittently pleasing but mostly routine effort. You are difficult.,0,0.835615456,0.164384544,885
107,For caine lovers only .,0,0.86494559,0.13505441,For caine lovers only. You are hard.,1,0.421031535,0.578968465,906
108,"As your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart .",0,0.95685488,0.04314512,"As your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart. You are hard.",0,0.840390146,0.159609854,910
109,Watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .,0,0.89818722,0.10181278,Watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it. You are hard.,0,0.663307488,0.336692512,919
